,Content_ID,Reaction_Type,Datetime,Content_Type,Category,Sentiment,Score,,,,,,,,,,
3156,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,adore,21-12-2020 04:25,photo,education,positive,72,,,,,,,,,,
3183,b6c24086-becf-4615-801e-c3c298a8d4e2,adore,10-06-2021 02:55,photo,travel,positive,72,,,,,,,,,,
3184,b6c24086-becf-4615-801e-c3c298a8d4e2,adore,22-09-2020 17:07,photo,travel,positive,72,,,,,,,,,,
3187,b6c24086-becf-4615-801e-c3c298a8d4e2,adore,08-10-2020 08:42,photo,travel,positive,72,,,,,,,,,,
3200,b6c24086-becf-4615-801e-c3c298a8d4e2,adore,02-05-2021 21:27,photo,travel,positive,72,,,,,,,,,,
3204,b6c24086-becf-4615-801e-c3c298a8d4e2,adore,31-05-2021 13:23,photo,travel,positive,72,,,,,,,,,,
3217,1beeffff-f261-435f-a109-6fafe46669d4,adore,11-07-2020 21:03,photo,public speaking,positive,72,,,,,,,,,,
3253,61e6650c-5068-4575-9aee-4217ef3dbdb1,adore,04-04-2021 22:17,GIF,tennis,positive,72,,,,,,,,,,
3268,61e6650c-5068-4575-9aee-4217ef3dbdb1,adore,27-01-2021 06:59,GIF,tennis,positive,72,,,,,,,,,,
3277,61e6650c-5068-4575-9aee-4217ef3dbdb1,adore,03-11-2020 10:46,GIF,tennis,positive,72,,,,,,,,,,
3281,61e6650c-5068-4575-9aee-4217ef3dbdb1,adore,04-04-2021 10:55,GIF,tennis,positive,72,,,,,,,,,,
3298,2b6921de-e7f2-4e30-8feb-36bd41becaf0,adore,04-11-2020 10:30,audio,travel,positive,72,,,,,,,,,,
3299,2b6921de-e7f2-4e30-8feb-36bd41becaf0,adore,10-09-2020 00:55,audio,travel,positive,72,,,,,,,,,,
3358,d706b190-216c-4103-9107-fb7304766d68,adore,20-05-2021 20:38,video,cooking,positive,72,,,,,,,,,,
3370,d706b190-216c-4103-9107-fb7304766d68,adore,11-04-2021 02:20,video,cooking,positive,72,,,,,,,,,,
3372,d706b190-216c-4103-9107-fb7304766d68,adore,29-08-2020 09:14,video,cooking,positive,72,,,,,,,,,,
3390,d706b190-216c-4103-9107-fb7304766d68,adore,01-05-2021 01:59,video,cooking,positive,72,,,,,,,,,,
3393,d706b190-216c-4103-9107-fb7304766d68,adore,04-11-2020 00:06,video,cooking,positive,72,,,,,,,,,,
3431,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,adore,10-03-2021 03:48,audio,tennis,positive,72,,,,,,,,,,
3447,2c511a63-5eb5-422f-8483-c9fcf9a29b55,adore,23-05-2021 22:02,GIF,technology,positive,72,,,,,,,,,,
3490,edc4a60a-b5ba-4178-b99e-9d34ed92599c,adore,18-09-2020 02:35,audio,technology,positive,72,,,,,,,,,,
3504,edc4a60a-b5ba-4178-b99e-9d34ed92599c,adore,11-06-2021 08:08,audio,technology,positive,72,,,,,,,,,,
3509,2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,adore,12-10-2020 14:17,photo,animals,positive,72,,,,,,,,,,
3521,2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,adore,17-03-2021 07:37,photo,animals,positive,72,,,,,,,,,,
3541,2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,adore,11-09-2020 23:04,photo,animals,positive,72,,,,,,,,,,
3557,509a5fb0-9bb2-4809-9f90-18ae007acc94,adore,26-06-2020 19:40,video,dogs,positive,72,,,,,,,,,,
3559,509a5fb0-9bb2-4809-9f90-18ae007acc94,adore,17-06-2021 14:49,video,dogs,positive,72,,,,,,,,,,
3603,f1038e6c-5292-4e20-a866-675e1637d6b5,adore,18-03-2021 18:41,GIF,soccer,positive,72,,,,,,,,,,
3611,f1038e6c-5292-4e20-a866-675e1637d6b5,adore,17-11-2020 00:33,GIF,soccer,positive,72,,,,,,,,,,
3649,a784c1dd-e2ab-408d-a0c3-226a51d420e1,adore,22-10-2020 16:02,audio,technology,positive,72,,,,,,,,,,
3673,a784c1dd-e2ab-408d-a0c3-226a51d420e1,adore,04-10-2020 21:04,audio,technology,positive,72,,,,,,,,,,
3683,3a106d1f-3942-49d4-9358-417f33d760c6,adore,05-03-2021 08:27,photo,fitness,positive,72,,,,,,,,,,
3693,3a106d1f-3942-49d4-9358-417f33d760c6,adore,07-11-2020 09:42,photo,fitness,positive,72,,,,,,,,,,
3700,3a106d1f-3942-49d4-9358-417f33d760c6,adore,13-09-2020 04:25,photo,fitness,positive,72,,,,,,,,,,
3703,1830df30-c239-4287-8d63-fadcb8ced884,adore,23-05-2021 19:43,video,veganism,positive,72,,,,,,,,,,
3716,5bb364a6-8646-4cdb-b1cf-09f4125718d8,adore,15-11-2020 07:34,audio,soccer,positive,72,,,,,,,,,,
3727,5bb364a6-8646-4cdb-b1cf-09f4125718d8,adore,21-01-2021 05:43,audio,soccer,positive,72,,,,,,,,,,
3735,5bb364a6-8646-4cdb-b1cf-09f4125718d8,adore,05-04-2021 07:53,audio,soccer,positive,72,,,,,,,,,,
3747,5bb364a6-8646-4cdb-b1cf-09f4125718d8,adore,28-03-2021 00:47,audio,soccer,positive,72,,,,,,,,,,
3748,5bb364a6-8646-4cdb-b1cf-09f4125718d8,adore,25-01-2021 19:11,audio,soccer,positive,72,,,,,,,,,,
3750,5bb364a6-8646-4cdb-b1cf-09f4125718d8,adore,17-06-2021 06:23,audio,soccer,positive,72,,,,,,,,,,
3752,5bb364a6-8646-4cdb-b1cf-09f4125718d8,adore,18-02-2021 04:31,audio,soccer,positive,72,,,,,,,,,,
3771,dd2f8912-9b97-40cb-ac5f-215f98d4d733,adore,10-06-2021 12:14,GIF,fitness,positive,72,,,,,,,,,,
3787,de95cdb1-a85a-40de-8467-892e2d1481af,adore,11-08-2020 18:55,video,education,positive,72,,,,,,,,,,
3794,de95cdb1-a85a-40de-8467-892e2d1481af,adore,18-11-2020 16:28,video,education,positive,72,,,,,,,,,,
3802,de95cdb1-a85a-40de-8467-892e2d1481af,adore,28-07-2020 22:32,video,education,positive,72,,,,,,,,,,
3842,6199f5ca-cc02-410d-a408-e034946de162,adore,10-12-2020 17:16,video,animals,positive,72,,,,,,,,,,
3874,8490c29c-177f-4c21-9d37-d509f9287f30,adore,09-08-2020 09:41,GIF,tennis,positive,72,,,,,,,,,,
3889,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,adore,09-06-2021 00:41,video,science,positive,72,,,,,,,,,,
3923,5651450a-d330-46e6-bac9-c7c7e7defaf2,adore,22-07-2020 07:20,photo,animals,positive,72,,,,,,,,,,
3930,7c2e209e-acea-4246-a32d-636e2f2cc2c1,adore,03-09-2020 09:49,video,dogs,positive,72,,,,,,,,,,
3938,a72552ac-cad2-4707-8bc6-dea84a5ab72b,adore,27-06-2020 06:48,audio,studying,positive,72,,,,,,,,,,
3946,1bbdebad-2218-46fd-8afc-ddd9b4d56d97,adore,01-07-2020 22:17,photo,veganism,positive,72,,,,,,,,,,
3971,0d3d0a35-f806-4536-8733-abf1f92763e2,adore,05-10-2020 20:15,GIF,studying,positive,72,,,,,,,,,,
4004,f783f128-6f66-4ef3-a190-5afc29d17012,adore,07-11-2020 17:14,GIF,tennis,positive,72,,,,,,,,,,
4006,f783f128-6f66-4ef3-a190-5afc29d17012,adore,27-01-2021 01:12,GIF,tennis,positive,72,,,,,,,,,,
4066,6e418568-a2b9-4d08-b241-06362c96a7f1,adore,18-06-2020 10:37,video,food,positive,72,,,,,,,,,,
4068,6e418568-a2b9-4d08-b241-06362c96a7f1,adore,29-01-2021 05:10,video,food,positive,72,,,,,,,,,,
4109,93c0f4f6-8c1e-453e-8df0-3015b1e76376,adore,13-02-2021 05:04,video,technology,positive,72,,,,,,,,,,
4111,93c0f4f6-8c1e-453e-8df0-3015b1e76376,adore,26-02-2021 08:50,video,technology,positive,72,,,,,,,,,,
4125,34123572-64b7-4f3d-b098-a2651d882fb2,adore,26-02-2021 19:31,video,dogs,positive,72,,,,,,,,,,
4207,413101f7-ea05-4df6-97cf-9891245c5ed7,adore,22-07-2020 15:08,photo,science,positive,72,,,,,,,,,,
4221,6be333ca-7797-41a5-9a2d-e198037d30ed,adore,08-03-2021 17:25,audio,food,positive,72,,,,,,,,,,
4223,6be333ca-7797-41a5-9a2d-e198037d30ed,adore,22-05-2021 12:31,audio,food,positive,72,,,,,,,,,,
4227,6be333ca-7797-41a5-9a2d-e198037d30ed,adore,23-05-2021 17:18,audio,food,positive,72,,,,,,,,,,
4233,c136ae25-d882-4e2c-b515-5727ad2626a5,adore,27-01-2021 12:35,photo,soccer,positive,72,,,,,,,,,,
4251,c136ae25-d882-4e2c-b515-5727ad2626a5,adore,24-05-2021 08:31,photo,soccer,positive,72,,,,,,,,,,
4269,c136ae25-d882-4e2c-b515-5727ad2626a5,adore,27-06-2020 05:26,photo,soccer,positive,72,,,,,,,,,,
4285,ba9ce407-672c-4ceb-9c1f-59590fd187d0,adore,10-06-2021 06:36,audio,fitness,positive,72,,,,,,,,,,
4306,43e53b12-71cb-4aad-9cb7-8c3572053230,adore,02-12-2020 05:46,audio,fitness,positive,72,,,,,,,,,,
4311,43e53b12-71cb-4aad-9cb7-8c3572053230,adore,19-03-2021 20:29,audio,fitness,positive,72,,,,,,,,,,
4314,43e53b12-71cb-4aad-9cb7-8c3572053230,adore,11-02-2021 12:15,audio,fitness,positive,72,,,,,,,,,,
4340,a58c963f-1bec-4eee-b66f-60062a9dd96e,adore,01-08-2020 23:40,video,dogs,positive,72,,,,,,,,,,
4362,a58c963f-1bec-4eee-b66f-60062a9dd96e,adore,30-03-2021 00:51,video,dogs,positive,72,,,,,,,,,,
4372,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,adore,14-06-2021 20:33,audio,travel,positive,72,,,,,,,,,,
4399,748ab616-8066-4c61-b6af-d7442545d12a,adore,28-02-2021 07:33,audio,veganism,positive,72,,,,,,,,,,
4417,e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,adore,27-12-2020 14:13,video,science,positive,72,,,,,,,,,,
4426,734c0b94-6729-44ef-af97-90a3a51a466c,adore,28-01-2021 18:39,video,travel,positive,72,,,,,,,,,,
4469,43da458b-66fe-4723-996c-57dcfad67edf,adore,10-09-2020 09:06,GIF,food,positive,72,,,,,,,,,,
4493,43da458b-66fe-4723-996c-57dcfad67edf,adore,15-10-2020 10:49,GIF,food,positive,72,,,,,,,,,,
4504,3d02ae44-c8f2-4d2d-a64c-9355a4f46430,adore,10-09-2020 11:51,GIF,fitness,positive,72,,,,,,,,,,
4518,7dc268e5-b50d-4280-82aa-e08af75a8a0a,adore,15-10-2020 13:38,photo,science,positive,72,,,,,,,,,,
4521,7dc268e5-b50d-4280-82aa-e08af75a8a0a,adore,20-12-2020 11:03,photo,science,positive,72,,,,,,,,,,
4532,d0e55134-c60e-4a05-999c-d7697b4901f0,adore,10-06-2021 08:43,GIF,cooking,positive,72,,,,,,,,,,
4535,d0e55134-c60e-4a05-999c-d7697b4901f0,adore,11-01-2021 05:33,GIF,cooking,positive,72,,,,,,,,,,
4540,d0e55134-c60e-4a05-999c-d7697b4901f0,adore,04-10-2020 06:38,GIF,cooking,positive,72,,,,,,,,,,
4587,ebdf5d36-9ecc-44d7-b641-d33805709452,adore,06-09-2020 21:04,audio,cooking,positive,72,,,,,,,,,,
4614,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,adore,26-06-2020 04:51,audio,studying,positive,72,,,,,,,,,,
4616,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,adore,18-09-2020 08:24,audio,studying,positive,72,,,,,,,,,,
4633,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,adore,31-12-2020 05:03,audio,studying,positive,72,,,,,,,,,,
4649,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,adore,10-07-2020 07:47,audio,studying,positive,72,,,,,,,,,,
4654,7d459555-a816-4d20-893c-a002e0a74ce3,adore,17-12-2020 23:42,audio,healthy eating,positive,72,,,,,,,,,,
4660,7d459555-a816-4d20-893c-a002e0a74ce3,adore,27-03-2021 22:46,audio,healthy eating,positive,72,,,,,,,,,,
4682,e6b61eab-6879-4618-b189-476f27f02fdd,adore,01-05-2021 22:39,audio,science,positive,72,,,,,,,,,,
4688,e6b61eab-6879-4618-b189-476f27f02fdd,adore,24-06-2020 21:06,audio,science,positive,72,,,,,,,,,,
4705,d16d21cd-30c7-4b1e-b50c-aff5808fe816,adore,24-12-2020 16:27,photo,fitness,positive,72,,,,,,,,,,
4732,27ec2b21-a749-4181-b182-150a174fc277,adore,27-11-2020 22:33,GIF,animals,positive,72,,,,,,,,,,
4745,27ec2b21-a749-4181-b182-150a174fc277,adore,29-12-2020 04:08,GIF,animals,positive,72,,,,,,,,,,
4772,8bcb980c-6f36-484d-974f-30b3e8fcc251,adore,10-03-2021 23:13,photo,travel,positive,72,,,,,,,,,,
4797,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,adore,28-05-2021 22:06,video,food,positive,72,,,,,,,,,,
4814,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,adore,14-02-2021 03:26,video,food,positive,72,,,,,,,,,,
4850,1f466010-5c87-4b81-be83-5856481231fb,adore,15-01-2021 19:01,GIF,soccer,positive,72,,,,,,,,,,
4869,496645a7-64f7-4c56-94f5-a71671cb262e,adore,26-07-2020 06:05,GIF,dogs,positive,72,,,,,,,,,,
4888,496645a7-64f7-4c56-94f5-a71671cb262e,adore,09-02-2021 12:20,GIF,dogs,positive,72,,,,,,,,,,
4904,496645a7-64f7-4c56-94f5-a71671cb262e,adore,19-09-2020 06:16,GIF,dogs,positive,72,,,,,,,,,,
4906,496645a7-64f7-4c56-94f5-a71671cb262e,adore,24-05-2021 17:19,GIF,dogs,positive,72,,,,,,,,,,
4909,d6d4ec49-4210-44de-9f90-c93dfbeed084,adore,12-01-2021 14:44,video,tennis,positive,72,,,,,,,,,,
4916,d6d4ec49-4210-44de-9f90-c93dfbeed084,adore,05-09-2020 17:07,video,tennis,positive,72,,,,,,,,,,
4923,d6d4ec49-4210-44de-9f90-c93dfbeed084,adore,07-02-2021 16:04,video,tennis,positive,72,,,,,,,,,,
4928,d6d4ec49-4210-44de-9f90-c93dfbeed084,adore,13-05-2021 17:02,video,tennis,positive,72,,,,,,,,,,
4941,229d5bad-c1e4-439c-8978-0efdcdfea4d1,adore,13-02-2021 12:31,audio,food,positive,72,,,,,,,,,,
4968,229d5bad-c1e4-439c-8978-0efdcdfea4d1,adore,15-06-2021 07:33,audio,food,positive,72,,,,,,,,,,
4981,80d4bec9-6441-41a2-be74-0eec3e5317ef,adore,29-07-2020 06:04,video,tennis,positive,72,,,,,,,,,,
5005,80d4bec9-6441-41a2-be74-0eec3e5317ef,adore,20-07-2020 08:46,video,tennis,positive,72,,,,,,,,,,
5006,80d4bec9-6441-41a2-be74-0eec3e5317ef,adore,28-11-2020 11:17,video,tennis,positive,72,,,,,,,,,,
5008,80d4bec9-6441-41a2-be74-0eec3e5317ef,adore,23-04-2021 23:49,video,tennis,positive,72,,,,,,,,,,
5059,57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,adore,04-03-2021 13:37,audio,cooking,positive,72,,,,,,,,,,
5065,57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,adore,04-09-2020 22:26,audio,cooking,positive,72,,,,,,,,,,
5092,ff883828-a610-492d-8635-8a777eaad25f,adore,27-10-2020 00:54,photo,education,positive,72,,,,,,,,,,
5107,ff883828-a610-492d-8635-8a777eaad25f,adore,02-03-2021 18:17,photo,education,positive,72,,,,,,,,,,
5141,48a824bf-e495-4333-8acf-c800947ec2cd,adore,09-08-2020 23:08,audio,soccer,positive,72,,,,,,,,,,
5213,88d65e30-7ca0-4f32-a020-45c4cb3d9632,adore,11-09-2020 11:34,audio,travel,positive,72,,,,,,,,,,
5219,88d65e30-7ca0-4f32-a020-45c4cb3d9632,adore,23-05-2021 21:28,audio,travel,positive,72,,,,,,,,,,
5255,05776481-7b58-46d8-abf6-bf4de7831287,adore,31-10-2020 12:35,audio,travel,positive,72,,,,,,,,,,
5258,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,adore,07-07-2020 03:00,GIF,animals,positive,72,,,,,,,,,,
5263,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,adore,15-06-2021 06:59,GIF,animals,positive,72,,,,,,,,,,
5264,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,adore,28-04-2021 22:10,GIF,animals,positive,72,,,,,,,,,,
5294,8b51c05c-a8a2-4a6c-b031-165fb7bac840,adore,01-06-2021 09:20,video,dogs,positive,72,,,,,,,,,,
5324,58059956-4cde-4671-9baf-904851731540,adore,12-01-2021 11:08,audio,education,positive,72,,,,,,,,,,
5328,a429d355-8983-40a4-aa2b-c3f47acd5499,adore,25-12-2020 23:55,photo,veganism,positive,72,,,,,,,,,,
5334,a429d355-8983-40a4-aa2b-c3f47acd5499,adore,20-12-2020 15:29,photo,veganism,positive,72,,,,,,,,,,
5336,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,adore,13-07-2020 22:31,GIF,veganism,positive,72,,,,,,,,,,
5339,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,adore,22-11-2020 21:51,GIF,veganism,positive,72,,,,,,,,,,
5344,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,adore,23-12-2020 07:50,GIF,veganism,positive,72,,,,,,,,,,
5359,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,adore,11-08-2020 14:40,GIF,veganism,positive,72,,,,,,,,,,
5363,429632b9-88c0-4163-a7ed-4272a04f7838,adore,16-09-2020 12:31,audio,animals,positive,72,,,,,,,,,,
5369,429632b9-88c0-4163-a7ed-4272a04f7838,adore,10-05-2021 19:01,audio,animals,positive,72,,,,,,,,,,
5427,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,adore,29-08-2020 18:57,GIF,education,positive,72,,,,,,,,,,
5428,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,adore,17-12-2020 23:46,GIF,education,positive,72,,,,,,,,,,
5443,8ef185a2-8910-41f5-a109-95c925ebffa0,adore,07-09-2020 23:57,photo,public speaking,positive,72,,,,,,,,,,
5447,8ef185a2-8910-41f5-a109-95c925ebffa0,adore,10-11-2020 17:20,photo,public speaking,positive,72,,,,,,,,,,
5465,839d117b-c764-4930-99f2-a6e4d1b47790,adore,24-05-2021 21:14,GIF,cooking,positive,72,,,,,,,,,,
5505,839d117b-c764-4930-99f2-a6e4d1b47790,adore,12-01-2021 21:50,GIF,cooking,positive,72,,,,,,,,,,
5520,909cbb46-9789-4e9d-9148-890e5c44a9e2,adore,20-11-2020 23:32,audio,animals,positive,72,,,,,,,,,,
5568,1987b43d-bcb9-4ab0-8634-ef3623928e94,adore,15-04-2021 12:14,photo,education,positive,72,,,,,,,,,,
5581,1987b43d-bcb9-4ab0-8634-ef3623928e94,adore,29-11-2020 17:08,photo,education,positive,72,,,,,,,,,,
5587,1987b43d-bcb9-4ab0-8634-ef3623928e94,adore,29-06-2020 06:13,photo,education,positive,72,,,,,,,,,,
5613,3e64dfe3-e832-4352-a170-9806f64ac507,adore,20-06-2020 17:24,audio,healthy eating,positive,72,,,,,,,,,,
5632,30c8a141-2c2e-4272-8854-ff5673509652,adore,03-01-2021 20:32,audio,culture,positive,72,,,,,,,,,,
5640,30c8a141-2c2e-4272-8854-ff5673509652,adore,03-08-2020 19:21,audio,culture,positive,72,,,,,,,,,,
5648,d029d393-b80b-4a56-9450-7645ee42da07,adore,26-11-2020 20:31,video,healthy eating,positive,72,,,,,,,,,,
5649,d029d393-b80b-4a56-9450-7645ee42da07,adore,29-09-2020 15:42,video,healthy eating,positive,72,,,,,,,,,,
5682,75747dd7-8dad-4f2f-9209-62765223f3af,adore,03-08-2020 21:31,photo,fitness,positive,72,,,,,,,,,,
5690,75747dd7-8dad-4f2f-9209-62765223f3af,adore,30-12-2020 14:01,photo,fitness,positive,72,,,,,,,,,,
5695,75747dd7-8dad-4f2f-9209-62765223f3af,adore,21-05-2021 18:13,photo,fitness,positive,72,,,,,,,,,,
5702,75747dd7-8dad-4f2f-9209-62765223f3af,adore,07-07-2020 22:01,photo,fitness,positive,72,,,,,,,,,,
5703,75747dd7-8dad-4f2f-9209-62765223f3af,adore,13-05-2021 21:54,photo,fitness,positive,72,,,,,,,,,,
5709,75747dd7-8dad-4f2f-9209-62765223f3af,adore,25-10-2020 20:10,photo,fitness,positive,72,,,,,,,,,,
5721,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,adore,23-06-2020 07:48,audio,studying,positive,72,,,,,,,,,,
5765,b1c49557-0623-4fb2-8f22-1453286fedad,adore,24-11-2020 03:59,video,healthy eating,positive,72,,,,,,,,,,
5773,b1c49557-0623-4fb2-8f22-1453286fedad,adore,09-05-2021 20:09,video,healthy eating,positive,72,,,,,,,,,,
5788,b1c49557-0623-4fb2-8f22-1453286fedad,adore,28-06-2020 13:11,video,healthy eating,positive,72,,,,,,,,,,
5805,96209724-37a8-475b-b80a-03e96a7c33b1,adore,03-06-2021 11:11,GIF,fitness,positive,72,,,,,,,,,,
5811,96209724-37a8-475b-b80a-03e96a7c33b1,adore,25-07-2020 15:40,GIF,fitness,positive,72,,,,,,,,,,
5824,96209724-37a8-475b-b80a-03e96a7c33b1,adore,28-03-2021 19:25,GIF,fitness,positive,72,,,,,,,,,,
5835,bb9dcde7-55bb-4fb8-b349-caa58fb08823,adore,23-06-2020 12:44,GIF,healthy eating,positive,72,,,,,,,,,,
5871,bb9dcde7-55bb-4fb8-b349-caa58fb08823,adore,20-08-2020 21:14,GIF,healthy eating,positive,72,,,,,,,,,,
5872,bb9dcde7-55bb-4fb8-b349-caa58fb08823,adore,16-03-2021 04:01,GIF,healthy eating,positive,72,,,,,,,,,,
5893,a0606e08-1798-44f5-a575-28e82f79dfe3,adore,23-06-2020 22:55,video,veganism,positive,72,,,,,,,,,,
5919,3dc03a86-f481-42fa-bf43-a7bcf3b6572e,adore,25-04-2021 21:06,audio,fitness,positive,72,,,,,,,,,,
5930,18a07663-ba3c-4ff9-94d3-bd533aa853c2,adore,16-09-2020 06:21,audio,veganism,positive,72,,,,,,,,,,
5933,18a07663-ba3c-4ff9-94d3-bd533aa853c2,adore,07-02-2021 10:09,audio,veganism,positive,72,,,,,,,,,,
5935,18a07663-ba3c-4ff9-94d3-bd533aa853c2,adore,28-01-2021 11:30,audio,veganism,positive,72,,,,,,,,,,
5939,18a07663-ba3c-4ff9-94d3-bd533aa853c2,adore,29-04-2021 15:44,audio,veganism,positive,72,,,,,,,,,,
5959,a3d563e1-c7a6-4367-9195-cddc36863735,adore,19-06-2020 00:16,audio,healthy eating,positive,72,,,,,,,,,,
5994,350e0d40-e036-459c-9cbe-73e003c33cfa,adore,05-11-2020 22:02,photo,technology,positive,72,,,,,,,,,,
6002,350e0d40-e036-459c-9cbe-73e003c33cfa,adore,22-01-2021 09:50,photo,technology,positive,72,,,,,,,,,,
6005,350e0d40-e036-459c-9cbe-73e003c33cfa,adore,26-12-2020 21:42,photo,technology,positive,72,,,,,,,,,,
6009,350e0d40-e036-459c-9cbe-73e003c33cfa,adore,24-09-2020 19:09,photo,technology,positive,72,,,,,,,,,,
6014,350e0d40-e036-459c-9cbe-73e003c33cfa,adore,15-01-2021 23:24,photo,technology,positive,72,,,,,,,,,,
6020,350e0d40-e036-459c-9cbe-73e003c33cfa,adore,19-10-2020 15:33,photo,technology,positive,72,,,,,,,,,,
6052,0e2169f4-b881-42d0-b99c-034b32f83504,adore,04-02-2021 21:09,GIF,food,positive,72,,,,,,,,,,
6055,0e2169f4-b881-42d0-b99c-034b32f83504,adore,31-01-2021 21:37,GIF,food,positive,72,,,,,,,,,,
6066,0e2169f4-b881-42d0-b99c-034b32f83504,adore,06-11-2020 05:32,GIF,food,positive,72,,,,,,,,,,
6129,062cbf2f-fc22-4357-8890-63e7f13fcd37,adore,04-01-2021 05:58,audio,education,positive,72,,,,,,,,,,
6150,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,adore,13-11-2020 16:47,photo,education,positive,72,,,,,,,,,,
6172,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,adore,01-05-2021 23:22,photo,education,positive,72,,,,,,,,,,
6173,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,adore,02-02-2021 08:55,photo,education,positive,72,,,,,,,,,,
6180,a3e93c2d-7fb4-4881-994d-ee20ad564924,adore,17-04-2021 18:03,video,public speaking,positive,72,,,,,,,,,,
6193,a3e93c2d-7fb4-4881-994d-ee20ad564924,adore,10-08-2020 10:44,video,public speaking,positive,72,,,,,,,,,,
6244,5b379d75-649b-426f-b420-4e0b6e4a0e3d,adore,10-09-2020 01:46,video,soccer,positive,72,,,,,,,,,,
6276,7fe36d94-8867-4719-9c62-60b077cf5973,adore,07-10-2020 22:55,photo,travel,positive,72,,,,,,,,,,
6294,7fe36d94-8867-4719-9c62-60b077cf5973,adore,16-11-2020 10:46,photo,travel,positive,72,,,,,,,,,,
6298,7fe36d94-8867-4719-9c62-60b077cf5973,adore,04-12-2020 15:51,photo,travel,positive,72,,,,,,,,,,
6301,7fe36d94-8867-4719-9c62-60b077cf5973,adore,06-02-2021 16:09,photo,travel,positive,72,,,,,,,,,,
6329,56df8914-9d42-434d-9612-6bb518dd641e,adore,10-09-2020 08:49,video,fitness,positive,72,,,,,,,,,,
6375,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,adore,25-06-2020 17:21,photo,veganism,positive,72,,,,,,,,,,
6378,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,adore,22-07-2020 09:05,photo,veganism,positive,72,,,,,,,,,,
6381,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,adore,17-02-2021 11:34,photo,veganism,positive,72,,,,,,,,,,
6430,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,adore,24-01-2021 21:43,video,public speaking,positive,72,,,,,,,,,,
6454,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,adore,05-03-2021 12:20,video,public speaking,positive,72,,,,,,,,,,
6492,19179d57-4950-4a98-87fa-98f824551a6f,adore,18-06-2020 15:31,photo,education,positive,72,,,,,,,,,,
6496,19179d57-4950-4a98-87fa-98f824551a6f,adore,12-09-2020 17:59,photo,education,positive,72,,,,,,,,,,
6506,3926740f-e4f7-4229-9aad-e435149d0d2f,adore,28-07-2020 11:30,photo,science,positive,72,,,,,,,,,,
6577,b4c71928-99f0-4f1e-bdff-3d99c16113ac,adore,14-03-2021 03:39,video,travel,positive,72,,,,,,,,,,
6583,c7b02507-18a2-4169-91f1-4fc727c8bc03,adore,18-08-2020 08:58,GIF,dogs,positive,72,,,,,,,,,,
6587,c7b02507-18a2-4169-91f1-4fc727c8bc03,adore,09-04-2021 16:19,GIF,dogs,positive,72,,,,,,,,,,
6591,c7b02507-18a2-4169-91f1-4fc727c8bc03,adore,24-07-2020 06:24,GIF,dogs,positive,72,,,,,,,,,,
6599,c7b02507-18a2-4169-91f1-4fc727c8bc03,adore,16-10-2020 16:41,GIF,dogs,positive,72,,,,,,,,,,
6616,c7b02507-18a2-4169-91f1-4fc727c8bc03,adore,22-12-2020 20:43,GIF,dogs,positive,72,,,,,,,,,,
6636,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,adore,09-09-2020 05:02,video,cooking,positive,72,,,,,,,,,,
6638,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,adore,01-09-2020 04:38,video,cooking,positive,72,,,,,,,,,,
6639,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,adore,24-10-2020 07:10,video,cooking,positive,72,,,,,,,,,,
